country	loc	year	env	lat	lon	genotype	set	project	date_planted	date_emerged	bvpti_platform	BLUE_DTA	SE_DTA	BLUE_DTA_date	BLUE_DTA_Tt_EqS2	BLUE_DTA_em_Tt_EqS2	BLUE_DTA_em_Tt_EqS2_adjusted	date_DLs	doy_DLs	daylength_DLs
usa	FL	2007	FL07	25.5033	-80.50554	Oh43	control_group1	Panzea	10/9/07	10/13/07	240.21	56.00	0.80	12/4/07	773.10	708.31	682.86	10/27/07	300	12.10
usa	FL	2007	FL07	25.5033	-80.50554	Tzi8	test_genotype	Panzea	10/9/07	10/13/07	266.38	70.70	0.70	12/18/07	955.72	890.93	865.48	10/29/07	302	12.06
usa	FL	2007	FL07	25.5033	-80.50554	Tzi9	test_genotype	Panzea	10/9/07	10/13/07	302.48	67.70	1.50	12/15/07	927.74	862.95	837.50	10/31/07	304	12.01
usa	FL	2015	2015_FL	25.5033	-80.5055	2369	control_group2	Maize ATLAS	10/14/15	10/18/15	283.11	57.70	0.10	12/10/15	852.78	790.84	800.69	11/4/15	308	11.93
usa	FL	2015	2015_FL	25.5033	-80.5055	CML10	test_genotype	Maize ATLAS	10/14/15	10/18/15	367.36	64.80	0.20	12/17/15	947.90	885.96	895.81	11/9/15	313	11.84
usa	FL	2015	2015_FL	25.5033	-80.5055	CML258	test_genotype	Maize ATLAS	10/14/15	10/18/15	379.34	68.30	0.20	12/21/15	1000.94	939.00	948.85	11/10/15	314	11.82
usa	FL	2015	2015_FL	25.5033	-80.5055	CML277	test_genotype	Maize ATLAS	10/14/15	10/18/15	398.71	63.90	0.20	12/16/15	933.58	871.64	881.49	11/12/15	316	11.78
usa	FL	2015	2015_FL	25.5033	-80.5055	CML341	test_genotype	Maize ATLAS	10/14/15	10/18/15	351.15	60.90	0.20	12/13/15	892.67	830.73	840.58	11/8/15	312	11.85
usa	FL	2015	2015_FL	25.5033	-80.5055	CML373	test_genotype	Maize ATLAS	10/14/15	10/18/15	367.91	63.60	0.20	12/16/15	933.58	871.64	881.49	11/9/15	313	11.84
usa	FL	2015	2015_FL	25.5033	-80.5055	LH123Ht	control_group2	Maize ATLAS	10/14/15	10/18/15	287.64	58.80	0.10	12/11/15	865.17	803.23	813.08	11/4/15	308	11.93
usa	FL	2015	2015_FL	25.5033	-80.5055	Tzi8	test_genotype	Maize ATLAS	10/14/15	10/18/15	266.38	63.20	0.20	12/16/15	933.58	871.64	881.49	11/3/15	307	11.95
usa	FL	2015	2015_FL	25.5033	-80.5055	Tzi9	test_genotype	Maize ATLAS	10/14/15	10/18/15	302.48	61.50	0.20	12/14/15	906.30	844.36	854.21	11/5/15	309	11.91
usa	FL	2016	2016_FL	25.5033	-80.5055	2369	control_group2	Maize ATLAS	9/25/16	9/30/16	283.11	63.40	0.20	11/27/16	877.56	802.57	800.57	10/17/16	291	12.30
usa	FL	2016	2016_FL	25.5033	-80.5055	CML10	test_genotype	Maize ATLAS	9/25/16	9/30/16	367.36	68.30	0.40	12/2/16	948.20	873.21	871.21	10/22/16	296	12.19
usa	FL	2016	2016_FL	25.5033	-80.5055	CML258	test_genotype	Maize ATLAS	9/25/16	9/30/16	379.34	74.10	0.40	12/8/16	1034.15	959.16	957.16	10/23/16	297	12.16
usa	FL	2016	2016_FL	25.5033	-80.5055	CML277	test_genotype	Maize ATLAS	9/25/16	9/30/16	398.71	68.20	0.40	12/2/16	948.20	873.21	871.21	10/25/16	299	12.12
usa	FL	2016	2016_FL	25.5033	-80.5055	CML341	test_genotype	Maize ATLAS	9/25/16	9/30/16	351.15	65.90	0.40	11/29/16	903.94	828.96	826.95	10/21/16	295	12.21
usa	FL	2016	2016_FL	25.5033	-80.5055	CML373	test_genotype	Maize ATLAS	9/25/16	9/30/16	367.91	67.90	0.40	12/1/16	933.41	858.42	856.41	10/23/16	297	12.16
usa	FL	2016	2016_FL	25.5033	-80.5055	LH123Ht	control_group2	Maize ATLAS	9/25/16	9/30/16	287.64	64.10	0.20	11/28/16	890.19	815.21	813.20	10/17/16	291	12.30
usa	FL	2016	2016_FL	25.5033	-80.5055	Tzi8	test_genotype	Maize ATLAS	9/25/16	9/30/16	266.38	68.90	0.40	12/2/16	948.20	873.21	871.21	10/16/16	290	12.32
usa	FL	2016	2016_FL	25.5033	-80.5055	Tzi9	test_genotype	Maize ATLAS	9/25/16	9/30/16	302.48	66.30	0.40	11/30/16	918.76	843.78	841.77	10/18/16	292	12.28
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	2369	control_group2	PhotoGrid	1/9/23	1/15/23	283.11	66.50	1.20	3/16/23	707.34	643.27	762.07	2/10/23	41	12.13
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	B37	control_group1	PhotoGrid	1/9/23	1/15/23	248.57	68.00	1.70	3/18/23	729.91	665.83	784.64	2/7/23	38	12.08
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	B73	control_group1	PhotoGrid	1/9/23	1/15/23	300.39	67.80	0.40	3/17/23	719.02	654.94	773.75	2/12/23	43	12.16
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	CML10	test_genotype	PhotoGrid	1/9/23	1/15/23	367.36	75.50	0.90	3/25/23	812.60	748.53	867.33	2/19/23	50	12.28
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	CML258	test_genotype	PhotoGrid	1/9/23	1/15/23	379.34	83.40	0.90	4/2/23	894.63	830.55	949.36	2/19/23	50	12.28
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	CML277	test_genotype	PhotoGrid	1/9/23	1/15/23	398.71	75.60	0.90	3/25/23	812.60	748.53	867.33	2/21/23	52	12.31
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	CML341	test_genotype	PhotoGrid	1/9/23	1/15/23	351.15	71.80	1.20	3/21/23	764.65	700.57	819.38	2/17/23	48	12.24
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	CML373	test_genotype	PhotoGrid	1/9/23	1/15/23	367.91	72.80	1.20	3/22/23	777.03	712.96	831.76	2/19/23	50	12.28
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	LH123Ht	control_group2	PhotoGrid	1/9/23	1/15/23	287.64	63.70	1.70	3/13/23	670.30	606.22	725.03	2/11/23	42	12.14
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	M37W	control_group1	PhotoGrid	1/9/23	1/15/23	358.92	71.30	1.70	3/21/23	764.65	700.57	819.38	2/18/23	49	12.26
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	Mo17	control_group1	PhotoGrid	1/9/23	1/15/23	277.97	62.20	1.70	3/12/23	659.86	595.78	714.59	2/10/23	41	12.13
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	Oh43	control_group1	PhotoGrid	1/9/23	1/15/23	240.21	63.20	1.70	3/13/23	670.30	606.22	725.03	2/6/23	37	12.06
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	Tzi8	test_genotype	PhotoGrid	1/9/23	1/15/23	266.38	77.30	0.90	3/27/23	832.59	768.51	887.32	2/9/23	40	12.11
mexico	Mex	2023	2023_Mex	20.81292	-105.22242	Tzi9	test_genotype	PhotoGrid	1/9/23	1/15/23	302.48	69.70	0.90	3/19/23	740.25	676.18	794.99	2/12/23	43	12.16
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	B37	control_group1	Panzea	11/10/06	11/14/06	248.57	59.00	1.70	1/8/07	883.50	821.84	810.48	11/29/06	333	11.93
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	B73	control_group1	Panzea	11/10/06	11/14/06	300.39	56.40	0.50	1/5/07	842.62	780.96	769.60	12/3/06	337	11.90
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	CML10	test_genotype	Panzea	11/10/06	11/14/06	367.36	67.00	1.70	1/16/07	995.07	933.41	922.05	12/7/06	341	11.88
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	CML258	test_genotype	Panzea	11/10/06	11/14/06	379.34	71.50	1.40	1/20/07	1050.11	988.44	977.08	12/8/06	342	11.87
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	CML277	test_genotype	Panzea	11/10/06	11/14/06	398.71	63.00	0.90	1/12/07	939.09	877.42	866.06	12/9/06	343	11.87
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	CML341	test_genotype	Panzea	11/10/06	11/14/06	351.15	60.00	1.70	1/9/07	897.45	835.78	824.42	12/6/06	340	11.88
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	M37W	control_group1	Panzea	11/10/06	11/14/06	358.92	58.80	0.90	1/7/07	870.00	808.33	796.97	12/7/06	341	11.88
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	Mo17	control_group1	Panzea	11/10/06	11/14/06	277.97	53.20	0.70	1/2/07	800.52	738.85	727.49	12/1/06	335	11.92
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	Oh43	control_group1	Panzea	11/10/06	11/14/06	240.21	52.10	0.80	1/1/07	785.87	724.20	712.84	11/29/06	333	11.93
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	Tzi8	test_genotype	Panzea	11/10/06	11/14/06	266.38	66.10	1.10	1/15/07	980.81	919.15	907.79	12/1/06	335	11.92
Porto_Rico	PR	2006	PR06	18.0054	-66.3832	Tzi9	test_genotype	Panzea	11/10/06	11/14/06	302.48	62.00	1.80	1/11/07	925.16	863.49	852.13	12/3/06	337	11.90
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	2369	control_group2	Maize ATLAS	11/19/15	11/23/15	283.11	56.20	0.50	1/14/16	839.44	780.98	799.93	12/11/15	345	11.86
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	CML10	test_genotype	Maize ATLAS	11/19/15	11/23/15	367.36	61.20	0.60	1/19/16	910.78	852.32	871.27	12/16/15	350	11.85
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	CML258	test_genotype	Maize ATLAS	11/19/15	11/23/15	379.34	67.20	0.70	1/25/16	997.31	938.85	957.81	12/17/15	351	11.84
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	CML277	test_genotype	Maize ATLAS	11/19/15	11/23/15	398.71	60.60	0.60	1/18/16	896.50	838.04	856.99	12/19/15	353	11.84
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	CML341	test_genotype	Maize ATLAS	11/19/15	11/23/15	351.15	58.60	0.60	1/16/16	867.61	809.15	828.11	12/15/15	349	11.85
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	CML373	test_genotype	Maize ATLAS	11/19/15	11/23/15	367.91	60.80	0.60	1/18/16	896.50	838.04	856.99	12/16/15	350	11.85
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	LH123Ht	control_group2	Maize ATLAS	11/19/15	11/23/15	287.64	57.60	0.50	1/15/16	853.34	794.88	813.84	12/11/15	345	11.86
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	Tzi8	test_genotype	Maize ATLAS	11/19/15	11/23/15	266.38	63.60	0.60	1/21/16	939.25	880.79	899.74	12/10/15	344	11.87
Porto_Rico	PR	2015	2015_PR	18.0054	-66.3832	Tzi9	test_genotype	Maize ATLAS	11/19/15	11/23/15	302.48	61.20	0.60	1/19/16	910.78	852.32	871.27	12/12/15	346	11.86
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	2369	control_group2	PhotoGrid	12/3/22	12/7/22	283.11	68.80	3.10	2/9/23	750.01	696.91	792.89	1/3/23	3	12.10
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	B37	control_group1	PhotoGrid	12/3/22	12/7/22	248.57	65.00	4.30	2/6/23	721.19	668.10	764.08	12/30/22	364	12.09
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	B73	control_group1	PhotoGrid	12/3/22	12/7/22	300.39	69.70	1.80	2/10/23	762.18	709.09	805.07	1/5/23	5	12.11
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	CML10	test_genotype	PhotoGrid	12/3/22	12/7/22	367.36	74.60	3.10	2/15/23	833.12	780.03	876.01	1/12/23	12	12.14
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	CML258	test_genotype	PhotoGrid	12/3/22	12/7/22	379.34	88.50	3.10	3/1/23	1012.02	958.92	1054.91	1/13/23	13	12.14
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	CML277	test_genotype	PhotoGrid	12/3/22	12/7/22	398.71	72.10	1.80	2/13/23	802.35	749.26	845.24	1/15/23	15	12.15
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	CML341	test_genotype	PhotoGrid	12/3/22	12/7/22	351.15	76.20	1.80	2/17/23	857.19	804.09	900.07	1/10/23	10	12.13
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	CML373	test_genotype	PhotoGrid	12/3/22	12/7/22	367.91	73.70	3.10	2/14/23	817.58	764.48	860.46	1/12/23	12	12.14
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	LH123Ht	control_group2	PhotoGrid	12/3/22	12/7/22	287.64	65.00	4.30	2/6/23	721.19	668.10	764.08	1/3/23	3	12.10
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	M37W	control_group1	PhotoGrid	12/3/22	12/7/22	358.92	68.30	4.30	2/9/23	750.01	696.91	792.89	1/11/23	11	12.13
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	Mo17	control_group1	PhotoGrid	12/3/22	12/7/22	277.97	64.50	4.30	2/5/23	710.43	657.34	753.32	1/2/23	2	12.10
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	Oh43	control_group1	PhotoGrid	12/3/22	12/7/22	240.21	59.30	4.30	1/31/23	659.14	606.04	702.03	12/29/22	363	12.09
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	Tzi8	test_genotype	PhotoGrid	12/3/22	12/7/22	266.38	79.10	1.80	2/20/23	896.03	842.94	938.92	1/1/23	1	12.10
senegal	Sen	2022	2022_Sen	13.75776	-15.78524	Tzi9	test_genotype	PhotoGrid	12/3/22	12/7/22	302.48	72.50	1.80	2/13/23	802.35	749.26	845.24	1/5/23	5	12.11
